# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: Structural
# Creation date: 09/26/2023 13:25:54
# 
# 09/26/2023 13:25:54
# The parameters defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P3 - NgtvAngleofAttack.FD9 [degree],P4 - Mesh Element Size [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4
DP 0,200,190,-5,30
# 
# A non parametric change occurred and invalidated design point results.
# 09/26/2023 15:26:26
# 
# 
# A non parametric change occurred and invalidated design point results.
# 10/06/2023 15:36:02
# 
# 
# 10/06/2023 15:37:28
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P5 - AngleOfAttack [degree],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1],P8 - Mesh Nodes
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P5,P4,P6,P7,P8
DP 0,180,160,5,60,68.451425936834369,0.0022058277390897274,6461
DP 1,180,160,5,50,69.910367523605032,0.0021685438696295023,9407
DP 2,180,160,5,40,70.454186755049278,0.0017892736941576004,14798
DP 3,180,160,5,30,70.2044034189777,0.0018113137921318412,26204
DP 4,180,160,5,20,69.496225047558909,0.0015732620959170163,57785
# 
# A non parametric change occurred and invalidated design point results.
# 10/06/2023 15:49:12
# 
# 
# 10/06/2023 15:50:10
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P5 - AngleOfAttack [degree],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1],P8 - Mesh Nodes,P9 - Safety Factor Minimum
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P5,P4,P6,P7,P8,P9
DP 1,180,160,5,50,69.910367523605032,0.0021685438696295023,9407,3.2215677903700826
DP 2,180,160,5,40,70.454186755049278,0.0017892736941576004,14798,3.904439749307949
DP 3,180,160,5,30,70.2044034189777,0.0018113137921318412,26204,3.8569304934073112
DP 4,180,160,5,20,69.496225047558909,0.0015732620959170163,57785,4.4453035559419734
DP 5,180,160,5,80,52.106611576876269,0.0013053328730165958,4622,5.3789182207990436
DP 6,180,160,5,70,57.198279566840405,0.0017531135235913098,5365,4.12676957351789
DP 7,180,160,5,100,54.402787444698525,0.0010055260499939322,3440,7.0325015437365543
DP 8,180,160,5,90,47.274926595559648,0.000993851339444518,4244,7.0393738202646094
# 
# A non parametric change occurred and invalidated design point results.
# 10/06/2023 16:38:54
# 
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 10:21:19
# 
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 10:52:54
# 
# 
# 10/09/2023 10:57:08
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P5 - AngleOfAttack [degree],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P5,P4,P6,P7
DP 0,180,160,5,100,127.36516984643603,0.0023541520349681377
DP 1,180,160,5,90,110.67402953737442,0.002304938854649663
DP 2,180,160,5,80,121.99689866249768,0.0030809908639639616
DP 3,180,160,5,70,133.91859647951659,0.0041050161235034466
DP 4,180,160,5,60,160.26689365915792,0.0051658414304256439
DP 5,180,160,5,50,163.68282594636469,0.0050774449482560158
DP 6,180,160,5,40,164.95599726669539,0.004190848208963871
DP 7,180,160,5,30,164.37123560870927,0.0042412332259118557
DP 8,180,160,5,20,162.71308087857253,0.0036840526154264808
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 11:04:41
# 
# 
# 10/09/2023 11:06:21
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P5 - AngleOfAttack [degree],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1],P8 - Mesh Nodes
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P5,P4,P6,P7,P8
DP 1,180,160,5,90,110.67402953737442,0.002304938854649663,4237
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 11:07:01
# 
# 
# 10/09/2023 11:08:10
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P5 - AngleOfAttack [degree],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1],P8 - Mesh Nodes,P9 - Safety Factor Minimum
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P5,P4,P6,P7,P8,P9
DP 1,180,160,5,90,110.67402953737442,0.002304938854649663,4237,3.0069129322148109
DP 2,180,160,5,80,121.99689866249768,0.0030809908639639616,4620,2.2788434882494957
DP 3,180,160,5,70,133.91859647951659,0.0041050161235034466,5367,1.7621819858324876
DP 4,180,160,5,60,160.26689365915792,0.0051658414304256439,6461,1.3523664775203224
DP 5,180,160,5,50,163.68282594636469,0.0050774449482560158,9407,1.3759107187801873
DP 6,180,160,5,40,164.95599726669539,0.004190848208963871,14798,1.6669921910962155
DP 7,180,160,5,30,164.37123560870927,0.0042412332259118557,26204,1.6471885518307239
DP 8,180,160,5,20,162.71308087857253,0.0036840526154264808,57785,1.8983575671865889
DP 0,180,160,-5,50,165.4766381818595,0.0050665782764554024,9385,1.3788617731560244
DP 12,180,160,-4,50,152.86176091745691,0.0039654619758948684,9899,1.7956298812759337
DP 13,180,160,-3,50,165.45111417824177,0.0050814882852137089,9405,1.3748159593991558
DP 14,180,160,-2,50,165.3643786264349,0.0050858287140727043,9408,1.3736426833347897
DP 15,180,160,-1,50,152.69277166163624,0.0040128506952896714,9927,1.7751231854157279
DP 16,180,160,0,50,165.10485911473674,0.005091268103569746,9414,1.3721750048331418
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 11:24:31
# 
# 
# 10/09/2023 11:28:17
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - SparOuterDiam [mm],P2 - SparInnerDiam [mm],P5 - AngleOfAttack [degree],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1],P8 - Mesh Nodes,P9 - Safety Factor Minimum,P10 - Equivalent Stress Maximum [MPa]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P5,P4,P6,P7,P8,P9,P10
DP 2,180,160,5,100,144.67399078419936,0.0076954690739512444,18791,0.908336732420889,553.75939565871136
DP 3,180,160,5,75,144.04224137263665,0.0057558028493076563,19075,1.2184214398981175,412.82924243524479
DP 4,180,160,5,50,161.48006258080508,0.0046046706847846508,29973,1.5203688424518969,330.84077097292561
DP 3,180,160,5,80,141.83768276074392,0.0066119963303208351,18627,1.0579137026090968,475.46411277164486
DP 6,180,160,5,50,161.48282574000135,0.0046049657976254821,29982,1.520271726925116,330.86190520517141
DP 0,180,160,5,80,141.84135777589509,0.0066309215035289526,18621,1.0548939660466909,476.82517503160756
DP 1,180,160,5,75,144.04851129227515,0.0057401161175221205,19081,1.2217160121167123,411.71597573524122
DP 3,180,160,5,50,161.48282574000135,0.0046049659140408039,29975,1.5202716631988649,330.86191907413269
DP 4,180,160,5,25,162.09995983532758,0.0049618030898272991,119614,1.40852473051136,357.11123071114804
DP 5,180,160,5,62.5,154.16444448608829,0.0071209159214049578,25473,0.98199797982800752,512.22101300870111
DP 6,180,160,5,37.5,161.88514331673753,0.0047047483967617154,51880,1.4870915979199524,338.24412746569465
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 11:51:14
# 
DP 0,180,160,-5,50,165.47663818161317,0.0050665782764554024,9385,1.3788617731560244,364.7936361660839
DP 1,180,160,-4,50,152.86176091745691,0.0039654619758948684,9899,1.7956298812759337,280.124543061502
DP 2,180,160,-3,50,165.45111417824177,0.0050814882852137089,9405,1.3748159593991558,365.86715229857316
DP 3,180,160,-2,50,165.3643786264349,0.0050858287140727043,9408,1.3736426833347897,366.17965217771757
DP 4,180,160,-1,50,152.69277163716845,0.0040128506952896714,9927,1.7751231854157279,283.36061639699619
DP 5,180,160,0,50,165.10485911473674,0.005091268103569746,9414,1.3721750048331418,366.57131796477046
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 11:56:57
# 
DP 0,180,160,-5,50,165.47663818161317,0.0050665782764554024,9385,1.3788617731560244,364.7936361660839
DP 1,180,160,-4,50,152.86176084082683,0.0039654987631365657,9899,1.7956133951825153,280.12711497336124
DP 0,180,160,1,50,164.89884048134596,0.0050910641439259052,9403,1.3722300588522016,366.55661108366417
DP 7,180,160,2,50,152.39656904810644,0.00397859700024128,9925,1.7666847808581476,284.71406186884866
DP 8,180,160,3,50,164.77392318607269,0.0051973653025925159,9408,1.3441639076529781,374.21031552489745
DP 9,180,160,4,50,164.0451522159172,0.0050826319493353367,9405,1.3745066178909233,365.94949304195819
DP 10,180,160,5,50,163.67619773295965,0.0050774691626429558,9408,1.3759042747728072,365.57775800431796
DP 11,180,160,6,50,163.25891165151452,0.005071571096777916,9414,1.3775043539391494,365.15311081348483
DP 12,180,160,7,50,162.80704369168316,0.00506455497816205,9407,1.3794125897964074,364.64796952030116
DP 13,180,160,8,50,162.70170649608036,0.0051661734469234943,9403,1.3522796545902231,371.96448108392366
DP 14,180,160,9,50,161.77082202055806,0.0050462712533771992,9410,1.3844105146249999,363.33153691500917
DP 15,180,160,10,50,161.20405420669445,0.0050346031785011292,9397,1.3876189811150936,362.49143810052823
DP 16,180,160,11,50,160.55473299513181,0.0050199325196444988,9402,1.3916743073119955,361.43514136690442
DP 17,180,160,12,50,159.90021413734175,0.0050070295110344887,9393,1.3952605939691254,360.50613209759325
DP 18,180,160,13,50,159.18776871889858,0.0049891797825694084,9421,1.4002524901660696,359.22092874860323
DP 19,180,160,14,50,158.44154225611766,0.0049715070053935051,9425,1.4052300250631273,357.94851449847408
DP 20,180,160,15,50,157.66405060744177,0.0049522803165018559,9411,1.4106857548068725,356.56417333629514
DP 0,180,160,0,50,165.10485911473674,0.005091268103569746,9414,1.3721750048331418,366.57131796477046
DP 7,170,150,0,50,187.69604768714277,0.00572246266528964,9183,1.2208224458125412,412.01732629122739
DP 8,160,140,0,50,216.24505878487733,0.0065005435608327389,9248,1.0746965065368568,468.03911331291704
DP 9,150,130,0,50,252.99144186767791,0.0071846107020974159,8985,0.97237151763230867,517.29199269923879
DP 10,140,120,0,50,301.53786667229662,0.0082397516816854477,9138,0.8478545575755555,593.26212910659012
DP 11,180,162,0,50,159.50993763218631,0.00436242762953043,9940,1.6057068336561615,313.257681574836
DP 12,180,164,0,50,186.35350831946013,0.005982657428830862,9417,1.1677271034635996,430.75132752168707
DP 13,180,166,0,50,200.55900233770112,0.0065739685669541359,9386,1.0626930766140399,473.32575234484648
DP 14,180,168,0,50,244.31706930986405,0.0049685396370477974,9503,1.4262616430121984,352.67021479851849
DP 15,180,170,0,50,276.04639421651825,0.005915719666518271,9496,1.1963365383807318,420.45025280329719
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 12:54:45
# 
# 
# 10/09/2023 13:26:39
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P13 - AngleOfAttack [degree],P11 - SparOuterDiam [mm],P12 - Thickness [mm],P4 - Mesh Element Size [mm],P6 - Maximum Deformation [mm],P7 - Maximum Strain [mm mm^-1],P8 - Mesh Nodes,P9 - Safety Factor Minimum,P10 - Equivalent Stress Maximum [MPa],P14 - Surface Body Thickness [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P13,P11,P12,P4,P6,P7,P8,P9,P10,P14
DP 1,5,220,20,50,49.805477240908189,0.0014200401783455163,9774,2.8237247426953216,101.28144791888548,15
DP 2,5,220,10,50,61.2165768034481,0.002567341027315706,9868,1.5347469237676428,162.89330581375347,20
# 
# A non parametric change occurred and invalidated design point results.
# 10/09/2023 13:30:32
# 
